"","festival_dates","year","day_of_performance","artist","stage","headliner","genre","spotify_id","spotify_popularity"
"1229","August 3, 2017 – August 6, 2017",2017,"Thursday","THE HUNNA",NA,NA,NA,"7jZycSvTyx0W9poD4PjEIG",52
"1230","August 3, 2017 – August 6, 2017",2017,"Thursday","ATLAS GENIUS","BMI",NA,NA,"42vg2T0Xg9yPaAgogJzoQH",48
"1231","August 3, 2017 – August 6, 2017",2017,"Thursday","MIDDLE KIDS","Pepsi",NA,NA,"6AawJaQO4i99Be2A3w7BTW",47
"1232","August 3, 2017 – August 6, 2017",2017,"Thursday","TEMPLES","Grant Park",NA,"psychedelic rock, psychedelic pop","4ogwGU9VPWrnVBs1GEwZVV",43
"1233","August 3, 2017 – August 6, 2017",2017,"Thursday","WHITE REAPER","Grant Park",NA,"garage rock","75klPfIVnyYcyEGaicRUSF",42
"1234","August 3, 2017 – August 6, 2017",2017,"Thursday","KEVIN DEVINE","Bud Light",NA,NA,"66ScZxprvrMbCtN4ivA0JX",40
"1235","August 3, 2017 – August 6, 2017",2017,"Thursday","STANAJ","BMI",NA,NA,"3zrUX1hQrUB9aXcOiyQLmN",40
"1236","August 3, 2017 – August 6, 2017",2017,"Thursday","CRX","Pepsi",NA,NA,"4NfVXEoTZVX7rpJSZEVGLg",37
"1237","August 3, 2017 – August 6, 2017",2017,"Thursday","GIBBZ","BMI",NA,NA,"6mcEXkX1gFc4kttIF6JKb5",36
"1238","August 3, 2017 – August 6, 2017",2017,"Thursday","KWEKU COLLINS","Pepsi",NA,NA,"2SPt3i9sJKS1qiMQQQr9LS",32
"1239","August 3, 2017 – August 6, 2017",2017,"Thursday","MICHAEL BLUME","BMI",NA,NA,"5BhvG9bggFHpnuUkl5SnKw",27
"1240","August 3, 2017 – August 6, 2017",2017,"Thursday","PAPER DIAMOND","Perry's",NA,NA,"70YdZdpRWH0JNQc8ABCiAU",25
"1241","August 3, 2017 – August 6, 2017",2017,"Thursday","GOLF CLAP","Perry's",NA,"bass house, tech house, g-house","2NBV0SMMP4gvzmqibFlwjN",22
"1242","August 3, 2017 – August 6, 2017",2017,"Thursday","PHAM","Tito's",NA,NA,"0Oha8CbLRMVBJtwyT7Px7d",12
"1243","August 3, 2017 – August 6, 2017",2017,"Thursday","ELOHIM","Pepsi",NA,NA,"7zQ5YZmi36gAiKxLmuHMhZ",0
"1244","August 3, 2017 – August 6, 2017",2017,"Thursday","JAIN","Tito's",NA,NA,"1NGLPAUsISiVYyZBcEetIY",0
"1245","August 3, 2017 – August 6, 2017",2017,"Friday","BLINK-182","Bud Light",1,"pop punk, punk, emo pop, rock, skate punk, emo","6FBDaR13swtiWwGhX1WQsP",79
"1246","August 3, 2017 – August 6, 2017",2017,"Friday","DJ SNAKE","Perry's",1,NA,"540vIaP2JwjQb9dm3aArA4",79
"1247","August 3, 2017 – August 6, 2017",2017,"Friday","THE KILLERS","Grant Park",1,"alternative rock","0C0XlULifJtAgn6ZNCW2eu",79
"1248","August 3, 2017 – August 6, 2017",2017,"Friday","FOSTER THE PEOPLE","Bud Light",NA,NA,"7gP3bB2nilZXLfPHJhMdvc",74
"1249","August 3, 2017 – August 6, 2017",2017,"Friday","CRYSTAL CASTLES","Pepsi",NA,"witch house, electroclash, new rave, alternative dance","7K3zpFXBvPcvzhj7zlGJdO",72
"1250","August 3, 2017 – August 6, 2017",2017,"Friday","KALEO","Tito's",NA,NA,"7jdFEYD2LTYjfwxOdlVjmc",71
"1251","August 3, 2017 – August 6, 2017",2017,"Friday","SAINT JHN","Pepsi",NA,NA,"0H39MdGGX6dbnnQPt6NQkZ",69
"1252","August 3, 2017 – August 6, 2017",2017,"Friday","MAJID JORDAN","Pepsi",NA,NA,"4HzKw8XcD0piJmDrrPRCYk",68
"1253","August 3, 2017 – August 6, 2017",2017,"Friday","PHANTOGRAM","Grant Park",NA,NA,"1l9d7B8W0IHy3LqWsxP2SH",67
"1254","August 3, 2017 – August 6, 2017",2017,"Friday","BISHOP BRIGGS","Pepsi",NA,NA,"0yb46jwm7gqbZXVXZQ8Z1e",64
"1255","August 3, 2017 – August 6, 2017",2017,"Friday","LITTLE DRAGON","Lakeshore",NA,"trip hop","6Tyzp9KzpiZ04DABQoedps",63
"1256","August 3, 2017 – August 6, 2017",2017,"Friday","RUN THE JEWELS","Grant Park",NA,"hip hop","4RnBFZRiMLRyZy0AzzTg2C",62
"1257","August 3, 2017 – August 6, 2017",2017,"Friday","MURA MASA","Pepsi",NA,NA,"5Q81rlcTFh3k6DQJXPdsot",61
"1258","August 3, 2017 – August 6, 2017",2017,"Friday","SLUSHII","Perry's",NA,"future bass, edm","41rVuRHYAiH7ltBTHVR9We",61
"1259","August 3, 2017 – August 6, 2017",2017,"Friday","THE PRETTY RECKLESS","Lakeshore",NA,NA,"2R57sY41L9XvGPiIgHOaYq",61
"1260","August 3, 2017 – August 6, 2017",2017,"Friday","GETTER","Perry's",NA,"dubstep, dark trap, riddim, deathstep","3QryVD03gGZOLQQXjy3EoA",59
"1261","August 3, 2017 – August 6, 2017",2017,"Friday","MISSIO","BMI",NA,NA,"2HOMW1liAxI3URnEq95SMS",58
"1262","August 3, 2017 – August 6, 2017",2017,"Friday","RYAN ADAMS","Tito's",NA,"alt country, americana, singer-songwriter","2qc41rNTtdLK0tV3mJn2Pm",57
"1263","August 3, 2017 – August 6, 2017",2017,"Friday","TEGAN AND SARA","Bud Light",NA,NA,"5e1BZulIiYWPRm8yogwUYH",57
"1264","August 3, 2017 – August 6, 2017",2017,"Friday","GRAMATIK","Perry's",NA,"electro swing, trip hop, nu jazz, downtempo","179BpmLkQCRIoU68Co80f5",56
"1265","August 3, 2017 – August 6, 2017",2017,"Friday","SAN HOLO","Perry's",NA,"future bass, edm","0jNDKefhfSbLR9sFvcPLHo",55
"1266","August 3, 2017 – August 6, 2017",2017,"Friday","FRENSHIP","BMI",NA,NA,"7xEFii6utZmQ61kX59HmLH",54
"1267","August 3, 2017 – August 6, 2017",2017,"Friday","JIDENNA","Grant Park",NA,NA,"4TsHKU8l8Wq7n7OPVikirn",53
"1268","August 3, 2017 – August 6, 2017",2017,"Friday","PUP","Tito's",NA,"midwest emo, indie punk, emo, punk","6A7uqgC2N1nUhrCLAytHxN",53
"1269","August 3, 2017 – August 6, 2017",2017,"Friday","3LAU","Perry's",NA,"edm","4YLQaW1UU3mrVetC8gNkg5",52
"1270","August 3, 2017 – August 6, 2017",2017,"Friday","ALLAN RAYMAN","BMI",NA,NA,"6Yv6OBXD6ZQakEljaGaDAk",50
"1271","August 3, 2017 – August 6, 2017",2017,"Friday","BIBI BOURELLY","Lakeshore",NA,NA,"3jDtqAKltRxJi64svLZGj7",50
"1272","August 3, 2017 – August 6, 2017",2017,"Friday","WHITNEY","Pepsi",NA,NA,"32aUoW94mJ7xTJI7fG0V1G",50
"1273","August 3, 2017 – August 6, 2017",2017,"Friday","ANDREW MCMAHON IN THE WILDERNESS","Lakeshore",NA,NA,"716ZwtZBmwROBXcFmCzfdM",48
"1274","August 3, 2017 – August 6, 2017",2017,"Friday","MOKSI","Tito's",NA,"bass house, future house, g-house","5jm3x1qIibWdKSEMw2G011",47
"1275","August 3, 2017 – August 6, 2017",2017,"Friday","THE FRIGHTS","Tito's",NA,"surf rock, garage rock","2HSEdXKVq1WWtBbsIeNjRX",47
"1276","August 3, 2017 – August 6, 2017",2017,"Friday","OOKAY","Perry's",NA,"edm trap, dubstep, future bass, edm","1HQGhla3VNj1dBmKTtVT2t",46
"1277","August 3, 2017 – August 6, 2017",2017,"Friday","MOOSE BLOOD","Bud Light",NA,"pop punk, midwest emo, emo pop","5fEKZRCUa0JApec5Xy095q",45
"1278","August 3, 2017 – August 6, 2017",2017,"Friday","THE LEMON TWIGS","Lakeshore",NA,"baroque pop, psychedelic pop, power pop","7eYZSXnQVCODCVmTV8Hk2T",44
"1279","August 3, 2017 – August 6, 2017",2017,"Friday","MONDO COZMO","Pepsi",NA,NA,"7ybnRZKtRbWQzJfKyYSyh6",43
"1280","August 3, 2017 – August 6, 2017",2017,"Friday","CAITLYN SMITH","BMI",NA,"pop country","3uikSah4dwqwuk0EidFI4R",41
"1281","August 3, 2017 – August 6, 2017",2017,"Friday","SLOTHRUST","BMI",NA,NA,"6Nwhmo3adbTqPMCsgBgkf4",41
"1282","August 3, 2017 – August 6, 2017",2017,"Friday","DJ WHO","Perry's",NA,NA,"75rSoy9VvZ5fhmAE2O4KL5",40
"1283","August 3, 2017 – August 6, 2017",2017,"Friday","CLOUD NOTHINGS","Bud Light",NA,"indie punk, garage rock, noise rock","6rnbB5fuUuCSsspvFsxIpT",39
"1284","August 3, 2017 – August 6, 2017",2017,"Friday","THE DISTRICTS","Grant Park",NA,NA,"3HZgaiR960RFqx9d4LPraD",39
"1285","August 3, 2017 – August 6, 2017",2017,"Friday","JESSE MALIN","BMI",NA,"americana, alt country","6zKkaqMGGmaKLUSLTcsrls",35
"1286","August 3, 2017 – August 6, 2017",2017,"Friday","HARRIET BROWN","Pepsi",NA,"art pop","0HSqzRnAQMXxNQczzjopsG",26
"1287","August 3, 2017 – August 6, 2017",2017,"Friday","COBI","BMI",NA,NA,"773Vc20J9wFyVd67NIH6EH",0
"1288","August 3, 2017 – August 6, 2017",2017,"Friday","SKOTT","Pepsi",NA,NA,"3c5QWm6dr30BW09DQ58zEl",0
"1289","August 3, 2017 – August 6, 2017",2017,"Saturday","21 SAVAGE","Perry's",NA,NA,"1URnnhqYAYcrqrcwql10ft",88
"1290","August 3, 2017 – August 6, 2017",2017,"Saturday","MAC DEMARCO","Pepsi",NA,"indie","3Sz7ZnJQBIHsXLUSo0OQtM",81
"1291","August 3, 2017 – August 6, 2017",2017,"Saturday","GLASS ANIMALS","Grant Park",NA,NA,"4yvcSjfu4PC0CYQyLy4wSq",76
"1292","August 3, 2017 – August 6, 2017",2017,"Saturday","VANCE JOY","Bud Light",NA,"folk pop","10exVja0key0uqUkk6LJRT",76
"1293","August 3, 2017 – August 6, 2017",2017,"Saturday","ZARA LARSSON","Lakeshore",NA,NA,"1Xylc3o4UrD53lo9CvFvVg",76
"1294","August 3, 2017 – August 6, 2017",2017,"Saturday","CHANCE THE RAPPER","Grant Park",1,NA,"1anyVhU62p31KFi8MEzkbf",75
"1295","August 3, 2017 – August 6, 2017",2017,"Saturday","ALT-J","Grant Park",NA,"indie, indie rock","3XHO7cRUPCLOr6jwp8vsx5",71
"1296","August 3, 2017 – August 6, 2017",2017,"Saturday","KASKADE","Perry's",NA,"edm","6TQj5BFPooTa08A7pk8AQ1",67
"1297","August 3, 2017 – August 6, 2017",2017,"Saturday","THE XX","Bud Light",1,NA,"3iOvXCl6edW5Um0fXEBRXy",66
"1298","August 3, 2017 – August 6, 2017",2017,"Saturday","AMINÉ","Pepsi",NA,NA,"3Gm5F95VdRxW3mqCn8RPBJ",66
"1299","August 3, 2017 – August 6, 2017",2017,"Saturday","THE HEAD AND THE HEART","Bud Light",NA,"indie folk, folk pop, folk","0n94vC3S9c3mb2HyNAOcjg",65
"1300","August 3, 2017 – August 6, 2017",2017,"Saturday","LIVE","Tito's",NA,"post-grunge, grunge","6eoJpTIlcuxJNjV5fDzDJH",64
"1301","August 3, 2017 – August 6, 2017",2017,"Saturday","BANKS","Lakeshore",NA,NA,"2xe8IXgCTpwHE3eA9hTs4n",63
"1302","August 3, 2017 – August 6, 2017",2017,"Saturday","G JONES","Perry's",NA,"honky tonk, traditional country, country, christian country","2OpqcUtj10HHvGG6h9VYC5",63
"1303","August 3, 2017 – August 6, 2017",2017,"Saturday","ROYAL BLOOD","Lakeshore",NA,"modern rock, garage rock, rock","2S5hlvw4CMtMGswFtfdK15",63
"1304","August 3, 2017 – August 6, 2017",2017,"Saturday","THE JAPANESE HOUSE","Pepsi",NA,NA,"3IunaFjvNKj98JW89JYv9u",62
"1305","August 3, 2017 – August 6, 2017",2017,"Saturday","JACOB BANKS","Tito's",NA,NA,"0AepkoQhYvkjEzzwIcGxdV",61
"1306","August 3, 2017 – August 6, 2017",2017,"Saturday","ALVVAYS","Bud Light",NA,"dream pop, shoegaze, jangle pop, indie","3kzwYV3OCB010YfXMF0Avt",60
"1307","August 3, 2017 – August 6, 2017",2017,"Saturday","BLOSSOMS","Bud Light",NA,NA,"6kXp61QMZFPcKMcRPqoiVj",59
"1308","August 3, 2017 – August 6, 2017",2017,"Saturday","HIGHLY SUSPECT","Tito's",NA,"modern rock, post-grunge","2pqd3HsfsvcBGtHvPOg6eg",59
"1309","August 3, 2017 – August 6, 2017",2017,"Saturday","NGHTMRE","Perry's",NA,"dubstep, edm, edm trap, future bass","76M2Ekj8bG8W7X2nbx2CpF",58
"1310","August 3, 2017 – August 6, 2017",2017,"Saturday","LÉON","Pepsi",NA,NA,"4SqTiwOEdYrNayaGMkc7ia",57
"1311","August 3, 2017 – August 6, 2017",2017,"Saturday","SYLVAN ESSO","Pepsi",NA,NA,"39vA9YljbnOApXKniLWBZv",55
"1312","August 3, 2017 – August 6, 2017",2017,"Saturday","ALISON WONDERLAND","Perry's",NA,"edm trap, future bass, edm","11gWrKZMBsGQWmobv3oNfW",53
"1313","August 3, 2017 – August 6, 2017",2017,"Saturday","JAI WOLF","Pepsi",NA,NA,"24V5UY0nChKpnb1TBPJhCw",53
"1314","August 3, 2017 – August 6, 2017",2017,"Saturday","COLONY HOUSE","BMI",NA,NA,"6R664N4cEza3eORSqKSgO4",49
"1315","August 3, 2017 – August 6, 2017",2017,"Saturday","WARPAINT","Grant Park",NA,"dream pop","3AmgGrYHXqgbmZ2yKoIVzO",49
"1316","August 3, 2017 – August 6, 2017",2017,"Saturday","RON GALLO","BMI",NA,"garage rock","4rfE3kN2zKNC9L9tt3iVOg",47
"1317","August 3, 2017 – August 6, 2017",2017,"Saturday","WINGTIP","Tito's",NA,NA,"1Eie0tY91rpi7Y0jtIOXzI",45
"1318","August 3, 2017 – August 6, 2017",2017,"Saturday","YOUNG BOMBS","Perry's",NA,NA,"4LKB1IkCINDDjEX8iS7glI",45
"1319","August 3, 2017 – August 6, 2017",2017,"Saturday","RUSS","Pepsi",NA,NA,"1cEcF3RdBDSBjhF5Udcmdb",41
"1320","August 3, 2017 – August 6, 2017",2017,"Saturday","SAN FERMIN","Lakeshore",NA,"chamber pop, baroque pop","7fSnislKgW9Mz0YIqWQmGt",39
"1321","August 3, 2017 – August 6, 2017",2017,"Saturday","WE ARE THE GRAND","Lakeshore",NA,"latin indie, latin rock, latin alternative","4DAFJvYjVrSQfEM67zeXQT",36
"1322","August 3, 2017 – August 6, 2017",2017,"Saturday","EPHWURD","Perry's",NA,"bass house, future house, electro house, g-house","548YUkLaLzti0BLqaWpn1W",34
"1323","August 3, 2017 – August 6, 2017",2017,"Saturday","BRAYTON BOWMAN","BMI",NA,NA,"2PLMuRIKJKvwg3rOGr2MuK",31
"1324","August 3, 2017 – August 6, 2017",2017,"Saturday","888","BMI",NA,NA,"2KOCXIEmkM6K82nL9fovWf",30
"1325","August 3, 2017 – August 6, 2017",2017,"Saturday","MICHAEL CHRISTMAS","Pepsi",NA,NA,"1POk07q5vJ4NcdOgkLyPzp",30
"1326","August 3, 2017 – August 6, 2017",2017,"Saturday","THE SHELTERS","Grant Park",NA,NA,"7LrFQFaZaxfa9deqkjvc89",27
"1327","August 3, 2017 – August 6, 2017",2017,"Saturday","LADY PILLS","Pepsi",NA,NA,"0saDlqBbxO1XrZbQFogMCV",24
"1328","August 3, 2017 – August 6, 2017",2017,"Saturday","THE LONDON SOULS","BMI",NA,"modern blues, blues rock","4WcWMe4Cpwm3L6vvBBhlhM",15
"1329","August 3, 2017 – August 6, 2017",2017,"Saturday","MADEINTYO","BMI",NA,NA,"4evNkDBdkN0UP6AG1gP8qd",0
"1330","August 3, 2017 – August 6, 2017",2017,"Sunday","CHARLI XCX","Lakeshore",NA,"hyperpop, art pop","25uiPmTg16RbhZWAqwLBy5",85
"1331","August 3, 2017 – August 6, 2017",2017,"Sunday","LIL YACHTY","Tito's",NA,NA,"6icQOAFXDZKsumw3YXyusw",80
"1332","August 3, 2017 – August 6, 2017",2017,"Sunday","NF","Pepsi",NA,"christian hip hop","6fOMl44jA4Sp5b9PpYCkzz",79
"1333","August 3, 2017 – August 6, 2017",2017,"Sunday","MACHINE GUN KELLY","Lakeshore",NA,NA,"6TIYQ3jFPwQSRmorSezPxX",78
"1334","August 3, 2017 – August 6, 2017",2017,"Sunday","BIG SEAN","Bud Light",NA,NA,"0c173mlxpT3dSFRgMO8XPh",77
"1335","August 3, 2017 – August 6, 2017",2017,"Sunday","TOVE LO","Lakeshore",NA,NA,"4NHQUGzhtTLFvgF5SZesLK",75
"1336","August 3, 2017 – August 6, 2017",2017,"Sunday","MILKY CHANCE","Bud Light",NA,NA,"1hzfo8twXdOegF3xireCYs",74
"1337","August 3, 2017 – August 6, 2017",2017,"Sunday","6LACK","Pepsi",NA,NA,"4IVAbR2w4JJNJDDRFP3E83",73
"1338","August 3, 2017 – August 6, 2017",2017,"Sunday","JOEY BADA$$","Pepsi",NA,"hip hop, rap","2P5sC9cVZDToPxyomzF1UH",73
"1339","August 3, 2017 – August 6, 2017",2017,"Sunday","RAE SREMMURD","Pepsi",NA,NA,"7iZtZyCzp3LItcw1wtPI3D",72
"1340","August 3, 2017 – August 6, 2017",2017,"Sunday","THE WALTERS","Pepsi",NA,NA,"027TpXKGwdXP7iwbjUSpV8",72
"1341","August 3, 2017 – August 6, 2017",2017,"Sunday","JUSTICE","Bud Light",1,"french house, new rave, electronic rock","1gR0gsQYfi6joyO1dlp76N",70
"1342","August 3, 2017 – August 6, 2017",2017,"Sunday","MAGGIE ROGERS","Lakeshore",NA,NA,"4NZvixzsSefsNiIqXn0NDe",69
"1343","August 3, 2017 – August 6, 2017",2017,"Sunday","RAG'N'BONE MAN","Tito's",NA,NA,"4f9iBmdUOhQWeP7dcAn1pf",69
"1344","August 3, 2017 – August 6, 2017",2017,"Sunday","SOFI TUKKER","BMI",NA,NA,"586uxXMyD5ObPuzjtrzO1Q",69
"1345","August 3, 2017 – August 6, 2017",2017,"Sunday","GROUPLOVE","Lakeshore",NA,"indie","3kVUvbeRdcrqQ3oHk5hPdx",66
"1346","August 3, 2017 – August 6, 2017",2017,"Sunday","LONDON GRAMMAR","Lakeshore",NA,NA,"3Bd1cgCjtCI32PYvDC3ynO",66
"1347","August 3, 2017 – August 6, 2017",2017,"Sunday","WHETHAN","Tito's",NA,NA,"0vqJkZ0RpLZixt3lTmD8vP",66
"1348","August 3, 2017 – August 6, 2017",2017,"Sunday","ARCADE FIRE","Lakeshore",1,"indie rock, baroque pop","3kjuyTCjPG1WMFCiyc5IuB",65
"1349","August 3, 2017 – August 6, 2017",2017,"Sunday","SAMPHA","Pepsi",NA,NA,"2WoVwexZuODvclzULjPQtm",65
"1350","August 3, 2017 – August 6, 2017",2017,"Sunday","SLANDER","Perry's",NA,"melodic bass, edm, future bass, dubstep","20DZAfCuP1TKZl5KcY7z3Q",65
"1351","August 3, 2017 – August 6, 2017",2017,"Sunday","ZEDS DEAD","Perry's",NA,"dubstep, edm","67qogtRNI0GjUr8PlaG6Zh",65
"1352","August 3, 2017 – August 6, 2017",2017,"Sunday","BARNS COURTNEY","Bud Light",NA,"gothic country","5tFRohaO5yEsuJxmMnlCO9",63
"1353","August 3, 2017 – August 6, 2017",2017,"Sunday","CAR SEAT HEADREST","Bud Light",NA,"midwest emo, indie rock","5PbpKlxQE0Ktl5lcNABoFf",63
"1354","August 3, 2017 – August 6, 2017",2017,"Sunday","THE SHINS","Lakeshore",NA,"indie, indie pop","4LG4Bs1Gadht7TCrMytQUO",63
"1355","August 3, 2017 – August 6, 2017",2017,"Sunday","DUCKWRTH","BMI",NA,NA,"6I3MElirhT5t6Kf7p0hGk9",60
"1356","August 3, 2017 – August 6, 2017",2017,"Sunday","DVBBS","Perry's",NA,"edm, big room, electronica","5X4LWwbUFNzPkEas04uU82",60
"1357","August 3, 2017 – August 6, 2017",2017,"Sunday","CUPCAKKE",NA,NA,NA,"76SlrtEaq2oViRXulxjfuM",59
"1358","August 3, 2017 – August 6, 2017",2017,"Sunday","NONAME","Pepsi",NA,"alternative r&b","1EpyA68dKpjf7jXmQL88Hy",52
"1359","August 3, 2017 – August 6, 2017",2017,"Sunday","WAX MOTIF","Perry's",NA,"bass house, g-house, tech house","7zm3aSdmGiOkTt0aZFSO8R",52
"1360","August 3, 2017 – August 6, 2017",2017,"Sunday","XAVIER OMÄR","Pepsi",NA,"alternative r&b","3UjPnt2nRmw10N58bBeNOg",50
"1361","August 3, 2017 – August 6, 2017",2017,"Sunday","GOODY GRACE","BMI",NA,NA,"1iH2Yx2Ea0kZ0zKI3Nlk30",49
"1362","August 3, 2017 – August 6, 2017",2017,"Sunday","JOYRYDE","Perry's",NA,"bass house, g-house","24neLwyYRyj4ItaGnFeIT0",49
"1363","August 3, 2017 – August 6, 2017",2017,"Sunday","VANT","Lakeshore",NA,"city pop, vaporwave","6owH8F2INpb18PhnISiVh2",46
"1364","August 3, 2017 – August 6, 2017",2017,"Sunday","JOSEPH","Tito's",NA,"folk pop","5Wfvw7rDz7HA6gE2z6QhqO",44
"1365","August 3, 2017 – August 6, 2017",2017,"Sunday","LO MOON","Pepsi",NA,"acoustic rock","1syC76TS0O5Yx2sCNGbUZb",44
"1366","August 3, 2017 – August 6, 2017",2017,"Sunday","DIRTY AUDIO","Perry's",NA,"melbourne bounce, dubstep","1WGex9YdmT4TZjmmMirZA8",39
"1367","August 3, 2017 – August 6, 2017",2017,"Sunday","GRACE MITCHELL","Tito's",NA,NA,"3VjZEaHXvNbCmV5jc0VfZR",35
"1368","August 3, 2017 – August 6, 2017",2017,"Sunday","SPENCER LUDWIG","BMI",NA,NA,"6miuYP0AovZaaKpRFaDQMQ",35
"1369","August 3, 2017 – August 6, 2017",2017,"Sunday","TUCKER BEATHARD","BMI",NA,NA,"1FQXio7XougvCvKLIu0CCk",34
"1370","August 3, 2017 – August 6, 2017",2017,"Sunday","BLAENAVON","Lakeshore",NA,NA,"79RmzX8i9w6YwqJjg3O1MY",29
"1371","August 3, 2017 – August 6, 2017",2017,"Sunday","FLOR","BMI",NA,NA,"5IcU8YO2wyVss4vdA5AN2h",28
"1372","August 3, 2017 – August 6, 2017",2017,"Sunday","BORGORE","Perry's",NA,NA,"1enCBmZywkhU31J5t1RIPb",1
"1373","August 3, 2017 – August 6, 2017",2017,"Sunday","BOOGIE","BMI",NA,NA,"5cBjzj4wd9MKXsNisHFW5L",0
"1374","July 28, 2016 – July 31, 2016",2016,"Thursday","LANA DEL REY","Bud Light",1,NA,"00FQb4jTyendYWaN8pK0wa",91
"1375","July 28, 2016 – July 31, 2016",2016,"Thursday","J. COLE","Samsung",1,"rap","6l3HvQ5sa6mXTsMTB19rO5",86
"1376","July 28, 2016 – July 31, 2016",2016,"Thursday","G-EAZY","Samsung",1,NA,"02kJSzxNuaWGqwubyUba0Z",79
"1377","July 28, 2016 – July 31, 2016",2016,"Thursday","THE 1975","Bud Light",1,NA,"3mIj9lX2MWuHmhNCA7LSCW",78
"1378","July 28, 2016 – July 31, 2016",2016,"Thursday","MELANIE MARTINEZ","Bud Light",NA,NA,"63yrD80RY3RNEM2YDpUpO8",78
"1379","July 28, 2016 – July 31, 2016",2016,"Thursday","KEHLANI","Samsung",NA,NA,"0cGUm45nv7Z6M6qdXYQGTX",77
"1380","July 28, 2016 – July 31, 2016",2016,"Thursday","BASTILLE","Samsung",NA,NA,"7EQ0qTo7fWT7DPxmxtSYEc",75
"1381","July 28, 2016 – July 31, 2016",2016,"Thursday","LUCY DACUS","BMI",NA,NA,"07D1Bjaof0NFlU32KXiqUP",72
"1382","July 28, 2016 – July 31, 2016",2016,"Thursday","DON DIABLO","Perry's",NA,"future house, edm","1l2ekx5skC4gJH8djERwh1",68
"1383","July 28, 2016 – July 31, 2016",2016,"Thursday","PINEGROVE","Petrillo Bandshell",NA,"midwest emo","2gbT6GPXMis0OAkZbEQCYB",66
"1384","July 28, 2016 – July 31, 2016",2016,"Thursday","BAS","Lakeshore",NA,NA,"70gP6Ry4Uo0Yx6uzPIdaiJ",65
"1385","July 28, 2016 – July 31, 2016",2016,"Thursday","ALLE FARBEN","Perry's",NA,NA,"61ipISvUVa5LkJlKZnm3Oo",63
"1386","July 28, 2016 – July 31, 2016",2016,"Thursday","ALUNAGEORGE","Pepsi",NA,NA,"2VAnyOxzJuSAj7XIuEOT38",63
"1387","July 28, 2016 – July 31, 2016",2016,"Thursday","DANNY BROWN","Petrillo Bandshell",NA,"experimental hip hop, alternative hip hop","7aA592KWirLsnfb5ulGWvU",63
"1388","July 28, 2016 – July 31, 2016",2016,"Thursday","DAUGHTER","Lakeshore",NA,NA,"46CitWgnWrvF9t70C2p1Me",62
"1389","July 28, 2016 – July 31, 2016",2016,"Thursday","EXCISION","Perry's",NA,"dubstep, riddim, deathstep, edm, dub, melodic bass, bass music","5FKchcZpQOkqFvXBj1aCvb",60
"1390","July 28, 2016 – July 31, 2016",2016,"Thursday","THE LAST SHADOW PUPPETS","Pepsi",NA,"baroque pop","2Z7UcsdweVlRbAk5wH5fsf",60
"1391","July 28, 2016 – July 31, 2016",2016,"Thursday","HIATUS KAIYOTE","Petrillo Bandshell",NA,"neo soul, alternative r&b","43JlwunhXm1oqdKyOa2Z9Y",59
"1392","July 28, 2016 – July 31, 2016",2016,"Thursday","BOB MOSES","Pepsi",NA,NA,"6LHsnRBUYhFyt01PdKXAF5",58
"1393","July 28, 2016 – July 31, 2016",2016,"Thursday","CLOVES","Pepsi",NA,NA,"355SqtHY4qKt2wIXrWku0c",58
"1394","July 28, 2016 – July 31, 2016",2016,"Thursday","CASHMERE CAT","Pepsi",NA,NA,"2LZDXcxJWgsJfKXZv9a5eG",57
"1395","July 28, 2016 – July 31, 2016",2016,"Thursday","CITY AND COLOUR","Bud Light",NA,NA,"74gcBzlQza1bSfob90yRhR",57
"1396","July 28, 2016 – July 31, 2016",2016,"Thursday","SOMO","BMI",NA,NA,"5AtWO8IEnjhRLzaVVQxFUs",56
"1397","July 28, 2016 – July 31, 2016",2016,"Thursday","TCHAMI","Perry's",NA,"future house, bass house, g-house, house","1KpCi9BOfviCVhmpI4G2sY",56
"1398","July 28, 2016 – July 31, 2016",2016,"Thursday","KURT VILE AND THE VIOLATORS","Petrillo Bandshell",NA,NA,"5gspAQIAH8nJUrMYgXjCJ2",55
"1399","July 28, 2016 – July 31, 2016",2016,"Thursday","COZZ","Lakeshore",NA,NA,"5oFkj1qSlyBUmV5d6Edgtq",51
"1400","July 28, 2016 – July 31, 2016",2016,"Thursday","ARKELLS","BMI",NA,NA,"3ShGiAyhxI6Rq3TknZ3gfk",49
"1401","July 28, 2016 – July 31, 2016",2016,"Thursday","SKIZZY MARS","BMI",NA,NA,"00Z3UDoAQwzvGu13HoAM7J",48
"1402","July 28, 2016 – July 31, 2016",2016,"Thursday","THE GREETING COMMITTEE","Pepsi",NA,NA,"1MIe1z4RdqLqHSJsb7EBMm",48
"1403","July 28, 2016 – July 31, 2016",2016,"Thursday","OMEN","Lakeshore",NA,NA,"5j1BNsC9xeWGfBVCzzg6fc",47
"1404","July 28, 2016 – July 31, 2016",2016,"Thursday","THE ARCS","Lakeshore",NA,NA,"3mVWMgLc7bcyCBtL2ymZwK",47
"1405","July 28, 2016 – July 31, 2016",2016,"Thursday","WAVVES","Pepsi",NA,"garage rock, surf rock, noise rock, indie punk","6bUJpbekaIlq2fT5FMV2mQ",46
"1406","July 28, 2016 – July 31, 2016",2016,"Thursday","FLOSSTRADAMUS","Perry's",1,"edm trap, dubstep","2FmzVitXZjIkFolH8HXd4j",44
