"","festival_dates","year","day_of_performance","artist","stage","headliner","genre","spotify_id","spotify_popularity"
"1407","July 28, 2016 – July 31, 2016",2016,"Thursday","JAZZ CARTIER","Pepsi",NA,NA,"0sc5zYshOdiFD4ayqMrJbJ",44
"1408","July 28, 2016 – July 31, 2016",2016,"Thursday","TOWKIO","Pepsi",NA,NA,"23sYU61n9f1CzYi8NJhAXS",44
"1409","July 28, 2016 – July 31, 2016",2016,"Thursday","YEASAYER","Lakeshore",NA,NA,"04HvbIwBccFmRie5ATX4ft",42
"1410","July 28, 2016 – July 31, 2016",2016,"Thursday","TENNYSON","Lakeshore",NA,NA,"3Nb8N20WChM0swo5qWTvm8",41
"1411","July 28, 2016 – July 31, 2016",2016,"Thursday","MR. CARMACK","Perry's",NA,"edm trap","4OHaWpWPKDcZgOOUn9elFn",38
"1412","July 28, 2016 – July 31, 2016",2016,"Thursday","GRANDTHEFT","Perry's",NA,"edm trap","4R0EwsTKt1LIFcdezmuezM",35
"1413","July 28, 2016 – July 31, 2016",2016,"Thursday","AUTOLUX","Samsung",NA,"shoegaze, dream pop","7HizNYe1mSfmvbXlx3la3m",33
"1414","July 28, 2016 – July 31, 2016",2016,"Thursday","BAD ROYALE","Petrillo Bandshell",NA,"moombahton","7kHe4uFK1KQFqMRP7td4mS",32
"1415","July 28, 2016 – July 31, 2016",2016,"Thursday","FIREKID","BMI",NA,"folk pop","61XyQHQKfzbzgTmtbiVOR3",27
"1416","July 28, 2016 – July 31, 2016",2016,"Thursday","THE NOISY FREAKS","Perry's",NA,"electro swing, nu disco","60sodhodkZh9N9pMudJnfa",26
"1417","July 28, 2016 – July 31, 2016",2016,"Thursday","FRANCES","Bud Light",NA,NA,"3Jf5cPyJ44VgpeXmsbjypb",0
"1418","July 28, 2016 – July 31, 2016",2016,"Thursday","WILD CHILD","BMI",NA,NA,"192AnzzHUbZkYFKNjYJQvx",0
"1419","July 28, 2016 – July 31, 2016",2016,"Friday","FUTURE","Bud Light",1,"rap","1RyvyyTE3xzB2ZywiAwp0i",93
"1420","July 28, 2016 – July 31, 2016",2016,"Friday","RADIOHEAD","Samsung",1,"art rock, alternative rock","4Z8W4fKeB5YxbusRsdQVPb",85
"1421","July 28, 2016 – July 31, 2016",2016,"Friday","MAC MILLER","Petrillo Bandshell",NA,NA,"4LLpKhyESsyAXpc4laK94U",85
"1422","July 28, 2016 – July 31, 2016",2016,"Friday","MARTIN GARRIX","Perry's",1,"edm, electronica, progressive house","60d24wfXkVzDSfLS6hyCjZ",77
"1423","July 28, 2016 – July 31, 2016",2016,"Friday","SKEPTA","Perry's",NA,"grime","2p1fiYHYiXz9qi0JJyxBzN",77
"1424","July 28, 2016 – July 31, 2016",2016,"Friday","MAJOR LAZER","Bud Light",1,"moombahton","738wLrAtLtCtFOLvQBXOXp",76
"1425","July 28, 2016 – July 31, 2016",2016,"Friday","GHOST","Pepsi",NA,"metal, hard rock","1Qp56T7n950O3EGMsSl81D",76
"1426","July 28, 2016 – July 31, 2016",2016,"Friday","RÜFÜS DU SOL","Pepsi",NA,NA,"5Pb27ujIyYb33zBqVysBkj",76
"1427","July 28, 2016 – July 31, 2016",2016,"Friday","ALESSIA CARA","Pepsi",NA,NA,"2wUjUUtkb5lvLKcGKsKqsR",75
"1428","July 28, 2016 – July 31, 2016",2016,"Friday","M83","Samsung",1,NA,"63MQldklfxkjYDoUE4Tppz",73
"1429","July 28, 2016 – July 31, 2016",2016,"Friday","A$AP FERG","Pepsi",NA,"rap","5dHt1vcEm9qb8fCyLcB3HL",72
"1430","July 28, 2016 – July 31, 2016",2016,"Friday","ILLENIUM","Perry's",NA,"melodic bass, future bass, edm","45eNHdiiabvmbp4erw26rg",72
"1431","July 28, 2016 – July 31, 2016",2016,"Friday","MØ","Lakeshore",NA,NA,"0bdfiayQAKewqEvaU6rXCv",72
"1432","July 28, 2016 – July 31, 2016",2016,"Friday","DUKE DUMONT","Perry's",NA,"house","61lyPtntblHJvA7FMMhi7E",69
"1433","July 28, 2016 – July 31, 2016",2016,"Friday","MODERN BASEBALL","Petrillo Bandshell",NA,"midwest emo, emo, pop punk, folk punk, math rock, emo pop","1HxXNvsraqrsgfmju1yKk8",65
"1434","July 28, 2016 – July 31, 2016",2016,"Friday","SAINT MOTEL","Lakeshore",NA,NA,"1dWEYMPtNmvSVaDNLgB6NV",65
"1435","July 28, 2016 – July 31, 2016",2016,"Friday","FOALS","Samsung",NA,"indie","6FQqZYVfTNQ1pCqfkwVFEa",64
"1436","July 28, 2016 – July 31, 2016",2016,"Friday","SABA","Pepsi",NA,NA,"7Hjbimq43OgxaBRpFXic4x",64
"1437","July 28, 2016 – July 31, 2016",2016,"Friday","PVRIS","BMI",NA,NA,"6oFs3qk4VepIVFdoD4jmsy",63
"1438","July 28, 2016 – July 31, 2016",2016,"Friday","GRIZ","Perry's",NA,"dubstep, edm","25oLRSUjJk4YHNUsQXk7Ut",61
"1439","July 28, 2016 – July 31, 2016",2016,"Friday","KIIARA","Pepsi",NA,NA,"4u5smJBskI6Adzv08PuiUP",61
"1440","July 28, 2016 – July 31, 2016",2016,"Friday","WOLF ALICE","Pepsi",NA,"indie","3btzEQD6sugImIHPMRgkwV",61
"1441","July 28, 2016 – July 31, 2016",2016,"Friday","HAYDEN JAMES","Pepsi",NA,NA,"4csQIMQm6vI2A2SCVDuM2z",60
"1442","July 28, 2016 – July 31, 2016",2016,"Friday","THE STRUTS","Samsung",NA,"glam rock","3lDpdwM8KILepMHqBWUhIA",60
"1443","July 28, 2016 – July 31, 2016",2016,"Friday","AUDIEN","Perry's",NA,"edm, progressive house","4xnMDfgEmXZEEDdITKcGuE",57
"1444","July 28, 2016 – July 31, 2016",2016,"Friday","CHERUB","Bud Light",NA,NA,"00dwwnz3V4kRfu3UFYpJLz",57
"1445","July 28, 2016 – July 31, 2016",2016,"Friday","MIIKE SNOW","Lakeshore",NA,"alternative dance","4l1cKWYW591xnwEGxpUg3J",56
"1446","July 28, 2016 – July 31, 2016",2016,"Friday","FRANK TURNER & THE SLEEPING SOULS","Bud Light",NA,"folk punk, acoustic rock","27M9shmwhIjRo7WntpT9Rp",55
"1447","July 28, 2016 – July 31, 2016",2016,"Friday","PARTY FAVOR","Perry's",NA,"edm trap","7yPPzu5UdAK7yagQqjEZQm",51
"1448","July 28, 2016 – July 31, 2016",2016,"Friday","DAY WAVE","Samsung",NA,"dream pop, surf rock","4ptJIIR10UVlGjN0VntFaK",49
"1449","July 28, 2016 – July 31, 2016",2016,"Friday","FRIGHTENED RABBIT","Lakeshore",NA,"indie rock","6fVcDUckTwxqg56qNsEvUr",48
"1450","July 28, 2016 – July 31, 2016",2016,"Friday","BOOMBOX CARTEL","Petrillo Bandshell",NA,"future bass, edm trap, edm, dubstep","4m1yRHUMhvB8gKAJTjK4kO",47
"1451","July 28, 2016 – July 31, 2016",2016,"Friday","LEWIS DEL MAR","Bud Light",NA,NA,"2oqwwcM17wrP9hBD25zKSR",44
"1452","July 28, 2016 – July 31, 2016",2016,"Friday","SUNFLOWER BEAN","BMI",NA,NA,"1xVcjJ5YsYOClO2Unt3Rm8",44
"1453","July 28, 2016 – July 31, 2016",2016,"Friday","HAELOS","Petrillo Bandshell",NA,"alternative dance","132sZpCaM8ie6byAEcOcRs",42
"1454","July 28, 2016 – July 31, 2016",2016,"Friday","POLLY A","BMI",NA,"children's music","49jFRUETZfd3qMb92TcWda",40
"1455","July 28, 2016 – July 31, 2016",2016,"Friday","BRO SAFARI","Perry's",NA,"moombahton, edm trap, dubstep","6d9SnuHI2bRer7c76d8sLq",39
"1456","July 28, 2016 – July 31, 2016",2016,"Friday","JAHKOY","BMI",NA,NA,"1c5SlzViAqsaB0kXygfSjh",38
"1457","July 28, 2016 – July 31, 2016",2016,"Friday","CON BRIO","Lakeshore",NA,"norteño-sax, cumbia norteña, norteño","0DjscwAusQfeGfhAtTjczy",37
"1458","July 28, 2016 – July 31, 2016",2016,"Friday","MUDDY MAGNOLIAS","BMI",NA,NA,"1t7mdRbvflM5966YVfyk1X",22
"1459","July 28, 2016 – July 31, 2016",2016,"Friday","RACE BANYON","Pepsi",NA,NA,"5btOKBbjh04dkX7iqFERLL",22
"1460","July 28, 2016 – July 31, 2016",2016,"Friday","CURT REYNOLDS","Perry's",NA,"organic house, melodic house, melodic techno","51PSlMHvG1HCInKyLVHMu1",17
"1461","July 28, 2016 – July 31, 2016",2016,"Friday","HORSE THIEF","BMI",NA,NA,"5zfNtEVLQTBxMcUgW2kLlp",9
"1462","July 28, 2016 – July 31, 2016",2016,"Friday","LETTUCE","Petrillo Bandshell",NA,NA,"3fPr6y2YFHIb190AZjYTXY",0
"1463","July 28, 2016 – July 31, 2016",2016,"Saturday","DUA LIPA","Petrillo Bandshell",NA,"pop","6M2wZ9GZgrQXHCFfjv46we",89
"1464","July 28, 2016 – July 31, 2016",2016,"Saturday","RED HOT CHILI PEPPERS","Samsung",1,"funk rock, alternative rock, rock","0L8ExT028jH3ddEcZwqJJ5",84
"1465","July 28, 2016 – July 31, 2016",2016,"Saturday","CHRIS STAPLETON","Petrillo Bandshell",NA,"country","4YLtscXsxbVgi031ovDDdh",83
"1466","July 28, 2016 – July 31, 2016",2016,"Saturday","MARSHMELLO","Perry's",NA,"edm","64KEffDW9EtZ1y2vBYgq8T",83
"1467","July 28, 2016 – July 31, 2016",2016,"Saturday","TORY LANEZ","Pepsi",NA,NA,"2jku7tDXc6XoB6MO2hFuqg",82
"1468","July 28, 2016 – July 31, 2016",2016,"Saturday","BAIO","Pepsi",NA,"country","3win9vGIxFfBRag9S63wwf",77
"1469","July 28, 2016 – July 31, 2016",2016,"Saturday","DISCLOSURE","Bud Light",1,"house","6nS5roXSAGhTGr34W6n7Et",76
"1470","July 28, 2016 – July 31, 2016",2016,"Saturday","LEON BRIDGES","Bud Light",NA,"retro soul","3qnGvpP8Yth1AqSBMqON5x",75
"1471","July 28, 2016 – July 31, 2016",2016,"Saturday","FRANKIE","BMI",NA,"salsa, salsa romantica, merengue","4dLvccxeQIM5u80Ri0u9OV",72
"1472","July 28, 2016 – July 31, 2016",2016,"Saturday","X AMBASSADORS","Samsung",NA,NA,"3NPpFNZtSTHheNBaWC82rB",72
"1473","July 28, 2016 – July 31, 2016",2016,"Saturday","GRIMES","Lakeshore",NA,"art pop","053q0ukIDRgzwTr4vNSwab",70
"1474","July 28, 2016 – July 31, 2016",2016,"Saturday","TWO DOOR CINEMA CLUB","Bud Light",NA,"indie","536BYVgOnRky0xjsPT96zl",70
"1475","July 28, 2016 – July 31, 2016",2016,"Saturday","HARDWELL","Perry's",NA,"big room, edm, progressive house, electronica","6BrvowZBreEkXzJQMpL174",69
"1476","July 28, 2016 – July 31, 2016",2016,"Saturday","OLIVER HELDENS","Perry's",NA,"future house, house","5nki7yRhxgM509M5ADlN1p",68
"1477","July 28, 2016 – July 31, 2016",2016,"Saturday","NOTHING","BMI",NA,NA,"39VNwvlQTqE9SvgPjjnMpc",67
"1478","July 28, 2016 – July 31, 2016",2016,"Saturday","NOTHING BUT THIEVES","Samsung",NA,"modern rock","1kDGbuxWknIKx4FlgWxiSp",67
"1479","July 28, 2016 – July 31, 2016",2016,"Saturday","ALINA BARAZ","Pepsi",NA,NA,"6hfwwpXqZPRC9CsKI7qtv1",64
"1480","July 28, 2016 – July 31, 2016",2016,"Saturday","THE FRONT BOTTOMS","Lakeshore",NA,"midwest emo, folk punk, emo","5ictveRyhWRs8Gt8Dvt1hS",63
"1481","July 28, 2016 – July 31, 2016",2016,"Saturday","NATHANIEL RATELIFF & THE NIGHT SWEATS","Petrillo Bandshell",NA,NA,"02seUFsFQP7TH4hLrTj77o",62
"1482","July 28, 2016 – July 31, 2016",2016,"Saturday","HOUNDMOUTH","Pepsi",NA,NA,"7EGwUS3c5dXduO4sMyLWC5",59
"1483","July 28, 2016 – July 31, 2016",2016,"Saturday","SLUMBERJACK","Petrillo Bandshell",NA,NA,"15mZzJjyugft8COmc93qOM",58
"1484","July 28, 2016 – July 31, 2016",2016,"Saturday","JANE'S ADDICTION","Samsung",1,"funk rock, grunge","02NfyD6AlLA12crYzw5YcR",56
"1485","July 28, 2016 – July 31, 2016",2016,"Saturday","THE STRUMBELLAS","Lakeshore",NA,"folk pop","6ujr1NkqbZpYOhquczUUfl",56
"1486","July 28, 2016 – July 31, 2016",2016,"Saturday","VIC MENSA","Pepsi",NA,NA,"27w1NoOLMX7tJMYqcetPyG",56
"1487","July 28, 2016 – July 31, 2016",2016,"Saturday","BIG GIGANTIC","Perry's",NA,NA,"7o7mC95EDbJKTcPAAs8C3r",51
"1488","July 28, 2016 – July 31, 2016",2016,"Saturday","AC SLATER","Perry's",NA,"bass house, bassline, g-house, house","6EqFMCnVGBRNmwPlk2f3Uc",50
"1489","July 28, 2016 – July 31, 2016",2016,"Saturday","ST. LUCIA","Pepsi",NA,NA,"5WId4o5jdGVhptNU0uqKxu",48
"1490","July 28, 2016 – July 31, 2016",2016,"Saturday","MUTEMATH","Lakeshore",NA,"alternative rock","1J9Z9bhqkgyqseEi85cbyx",46
"1491","July 28, 2016 – July 31, 2016",2016,"Saturday","JACK GARRATT","Pepsi",NA,NA,"1Zp054Jc86WVKCxKEqZGOA",45
"1492","July 28, 2016 – July 31, 2016",2016,"Saturday","CHAIRLIFT","Lakeshore",NA,NA,"7hAolICGSgXJuM6DUpK5rp",44
"1493","July 28, 2016 – July 31, 2016",2016,"Saturday","JARRYD JAMES","Petrillo Bandshell",NA,NA,"23IZADrJHPStZ6aMxJVq3s",43
"1494","July 28, 2016 – July 31, 2016",2016,"Saturday","THE JOY FORMIDABLE","Bud Light",NA,NA,"4LdZNE5MHGqvc0N9ivXNF3",39
"1495","July 28, 2016 – July 31, 2016",2016,"Saturday","BIG GRAMS (BIG BOI + PHANTOGRAMS)","Samsung",NA,NA,"4jU68Hm8np6WNZXMqi7rz3",31
"1496","July 28, 2016 – July 31, 2016",2016,"Saturday","LOLAWOLF","Bud Light",NA,NA,"6ABaV7mB6WIZKgfEEtWCf8",30
"1497","July 28, 2016 – July 31, 2016",2016,"Saturday","TOR MILLER","Pepsi",NA,NA,"6HCZOENaZRSdEWQVSN8vzL",30
"1498","July 28, 2016 – July 31, 2016",2016,"Saturday","DROWNERS","BMI",NA,NA,"6DcWdela2CbJGCyCZzY8tE",25
"1499","July 28, 2016 – July 31, 2016",2016,"Saturday","HONEYSUCKLE","Pepsi",NA,"bluegrass, newgrass","4CInnkt9AYgGZjFaoGsj5f",21
"1500","July 28, 2016 – July 31, 2016",2016,"Saturday","POTTY MOUTH","BMI",NA,"indie punk","4liUQpCxxhjGMgc33K81Fw",16
"1501","July 28, 2016 – July 31, 2016",2016,"Saturday","SECRET WEAPONS","BMI",NA,NA,"15N5DisBnHVLJZRvMNMOez",16
"1502","July 28, 2016 – July 31, 2016",2016,"Saturday","GENERIK","Perry's",NA,"future house","5nzJoECVrmCxkbcLyvDpEI",14
"1503","July 28, 2016 – July 31, 2016",2016,"Saturday","AUDIODAMN!","BMI",NA,NA,"5GOQ9eUSY7cklNzgqoq6mC",8
"1504","July 28, 2016 – July 31, 2016",2016,"Saturday","JAUZ","Perry's",NA,NA,"5pzqxek11nSUythmdLZnW7",3
"1505","July 28, 2016 – July 31, 2016",2016,"Saturday","SMIIRK","Perry's",NA,NA,"4wBP12Al9U1XVScXDiTYx8",0
"1506","July 28, 2016 – July 31, 2016",2016,"Sunday","HALSEY","Samsung",1,NA,"26VFTg2z8YR0cCuwLzESi2",83
"1507","July 28, 2016 – July 31, 2016",2016,"Sunday","BRYSON TILLER","Petrillo Bandshell",NA,"r&b","2EMAnMvWE2eb56ToJVfCWs",82
"1508","July 28, 2016 – July 31, 2016",2016,"Sunday","ELLIE GOULDING","Bud Light",1,NA,"0X2BH1fck6amBIoJhDVmmJ",81
"1509","July 28, 2016 – July 31, 2016",2016,"Sunday","AURORA","Pepsi",NA,"norwegian pop, art pop","1WgXqy2Dd70QQOU7Ay074N",76
"1510","July 28, 2016 – July 31, 2016",2016,"Sunday","FLUME","Samsung",1,"future bass","6nxWCVXbOlEVRexSbLsTer",72
"1511","July 28, 2016 – July 31, 2016",2016,"Sunday","YEARS & YEARS","Lakeshore",NA,NA,"5vBSrE1xujD2FXYRarbAXc",71
"1512","July 28, 2016 – July 31, 2016",2016,"Sunday","HAIM","Bud Light",1,NA,"4Ui2kfOqGujY81UcPrb5KE",69
"1513","July 28, 2016 – July 31, 2016",2016,"Sunday","SMINO","Pepsi",NA,NA,"1ybINI1qPiFbwDXamRtwxD",68
"1514","July 28, 2016 – July 31, 2016",2016,"Sunday","THIRD EYE BLIND","Petrillo Bandshell",NA,NA,"6TcnmlCSxihzWOQJ8k0rNS",68
"1515","July 28, 2016 – July 31, 2016",2016,"Sunday","VINCE STAPLES","Pepsi",NA,NA,"68kEuyFKyqrdQQLLsmiatm",68
"1516","July 28, 2016 – July 31, 2016",2016,"Sunday","OH WONDER","Lakeshore",NA,NA,"5cIc3SBFuBLVxJz58W2tU9",67
"1517","July 28, 2016 – July 31, 2016",2016,"Sunday","BANNERS","Bud Light",NA,NA,"4qWnlmXWuGv2TtuxtIWlJX",65
"1518","July 28, 2016 – July 31, 2016",2016,"Sunday","LINDSEY STIRLING","Perry's",NA,NA,"378dH6EszOLFShpRzAQkVM",65
"1519","July 28, 2016 – July 31, 2016",2016,"Sunday","YELLOW CLAW","Perry's",NA,"edm, edm trap","47z7ZrgFoBvVpCnElCE3Zh",63
"1520","July 28, 2016 – July 31, 2016",2016,"Sunday","ZHU","Pepsi",NA,"edm","28j8lBWDdDSHSSt5oPlsX2",63
"1521","July 28, 2016 – July 31, 2016",2016,"Sunday","LCD SOUNDSYSTEM","Samsung",1,"alternative dance, electronic rock, new rave","066X20Nz7iquqkkCW6Jxy6",62
"1522","July 28, 2016 – July 31, 2016",2016,"Sunday","BLOC PARTY","Lakeshore",NA,"indie rock","3MM8mtgFzaEJsqbjZBSsHJ",62
"1523","July 28, 2016 – July 31, 2016",2016,"Sunday","DRAM","Pepsi",NA,NA,"5M0lbkGluOPXLeFjApw8r8",61
"1524","July 28, 2016 – July 31, 2016",2016,"Sunday","DIE ANTWOORD","Perry's",NA,NA,"6urkHDoIVO1WO8vNIwcJmM",60
"1525","July 28, 2016 – July 31, 2016",2016,"Sunday","SEVEN LIONS","Perry's",NA,"melodic bass, future bass, edm, chillstep, dubstep, progressive trance","6fcTRFpz0yH79qSKfof7lp",60
"1526","July 28, 2016 – July 31, 2016",2016,"Sunday","LOUIS THE CHILD","Pepsi",NA,NA,"7wg1qvie3KqDNQbAkTdbX0",59
"1527","July 28, 2016 – July 31, 2016",2016,"Sunday","LOCAL NATIVES","Bud Light",NA,NA,"75dQReiBOHN37fQgWQrIAJ",57
"1528","July 28, 2016 – July 31, 2016",2016,"Sunday","MUNA","Pepsi",NA,NA,"6xdRb2GypJ7DqnWAI2mHGn",57
"1529","July 28, 2016 – July 31, 2016",2016,"Sunday","FLATBUSH ZOMBIES","BMI",NA,NA,"1dqGS5sT6PE2wEvP1gROZC",56
"1530","July 28, 2016 – July 31, 2016",2016,"Sunday","SILVERSUN PICKUPS","Lakeshore",NA,NA,"6qyi8X6MdP1lu6B1K6yh3h",56
"1531","July 28, 2016 – July 31, 2016",2016,"Sunday","ADVENTURE CLUB","Perry's",NA,"melodic bass, dubstep, edm, chillstep, future bass","5CdJjUi9f0cVgo9nFuJrFa",54
"1532","July 28, 2016 – July 31, 2016",2016,"Sunday","LANCO","BMI",NA,"country","2lRH2dgU5Kk4Bc5phmII4T",53
"1533","July 28, 2016 – July 31, 2016",2016,"Sunday","MARIAN HILL","Samsung",NA,NA,"1xHQO9GJIW9OXHxGBISYc5",53
"1534","July 28, 2016 – July 31, 2016",2016,"Sunday","BURNS","Perry's",NA,NA,"5eKqhPrKad0J9xGAtq3rW7",52
"1535","July 28, 2016 – July 31, 2016",2016,"Sunday","FIDLAR","Bud Light",NA,"garage rock, surf rock, indie punk, skate punk","3P6duIn7oHeiBACZfYeNud",52
"1536","July 28, 2016 – July 31, 2016",2016,"Sunday","LAPSEY","Samsung",NA,NA,"27ze6hCgfr3HcDZAHY60pg",52
"1537","July 28, 2016 – July 31, 2016",2016,"Sunday","DREAMERS","BMI",NA,NA,"1FgsVeOhRYuSw2ghkIXV0A",50
"1538","July 28, 2016 – July 31, 2016",2016,"Sunday","UNIFIED HIGHWAY","BMI",NA,"reggae rock, reggae","2NHCOkNgLrsSSdKEZgcxvI",50
"1539","July 28, 2016 – July 31, 2016",2016,"Sunday","CLASSIXX","Petrillo Bandshell",NA,"nu disco, indie dance","0vUTfcBDZZo2OUQJci5UNZ",43
"1540","July 28, 2016 – July 31, 2016",2016,"Sunday","SNAILS","Perry's",NA,"dubstep, riddim, deathstep, bass music, edm","2yT7X3Gg2S51DHz67FAYL6",42
"1541","July 28, 2016 – July 31, 2016",2016,"Sunday","VHS COLLECTION","Petrillo Bandshell",NA,NA,"2Nvaq4y2ygxIqfwXyz0HeH",40
"1542","July 28, 2016 – July 31, 2016",2016,"Sunday","SNAKE HIPS","Pepsi",NA,NA,"4WQmoLSIgzOVCbLHL4Noii",38
"1543","July 28, 2016 – July 31, 2016",2016,"Sunday","MIJA","Perry's",NA,"future bass","1NpKmfDYMhw1KJIIUCsX4O",37
"1544","July 28, 2016 – July 31, 2016",2016,"Sunday","PANAMA WEDDING","Lakeshore",NA,NA,"4Cjsh7anKDaMnQ3YHB1Xwq",32
"1545","July 28, 2016 – July 31, 2016",2016,"Sunday","SIR THE BAPTIST","Pepsi",NA,"gospel, gospel r&b","5kksjhM7NuvwdbisN8smAg",25
"1546","July 28, 2016 – July 31, 2016",2016,"Sunday","TOTEM","BMI",NA,NA,"6F6pwLA0kOLK10fBCG1qAZ",12
"1547","July 28, 2016 – July 31, 2016",2016,"Sunday","JACKAL","Petrillo Bandshell",NA,NA,"2YKRKdRq4hGW6pVsagACyp",1
"1548","July 28, 2016 – July 31, 2016",2016,"Sunday","MOTHERS","BMI",NA,NA,"1WOiOrGVe9yOqf49kiNsln",0
"1549","July 31, 2015 – August 2, 2015",2015,"Friday","THE WEEKND","Bud Light",1,NA,"1Xyo4u8uXC1ZmMpatF05PJ",97
"1550","July 31, 2015 – August 2, 2015",2015,"Friday","SZA","Samsung Galaxy",NA,"r&b","7tYKF4w9nC0nq9CsPZTHyP",94
"1551","July 31, 2015 – August 2, 2015",2015,"Friday","YOUNG THUG","BMI",NA,"rap, melodic rap, trap","50co4Is1HCEo8bhOyUWKpn",86
"1552","July 31, 2015 – August 2, 2015",2015,"Friday","DJ SNAKE","Perry's",NA,NA,"540vIaP2JwjQb9dm3aArA4",79
"1553","July 31, 2015 – August 2, 2015",2015,"Friday","GLASS ANIMALS","Samsung Galaxy",NA,NA,"4yvcSjfu4PC0CYQyLy4wSq",76
"1554","July 31, 2015 – August 2, 2015",2015,"Friday","LANY","BMI",NA,NA,"49tQo2QULno7gxHutgccqF",76
"1555","July 31, 2015 – August 2, 2015",2015,"Friday","TOVE LO","Sprint",NA,NA,"4NHQUGzhtTLFvgF5SZesLK",75
"1556","July 31, 2015 – August 2, 2015",2015,"Friday","DJ MUSTARD","Perry's",NA,NA,"0YinUQ50QDB7ZxSCLyQ40k",73
"1557","July 31, 2015 – August 2, 2015",2015,"Friday","PAUL MCCARTNEY","Samsung Galaxy",1,NA,"4STHEaNw4mPZ2tzheohgXB",72
"1558","July 31, 2015 – August 2, 2015",2015,"Friday","ALT-J","Bud Light",1,"indie, indie rock","3XHO7cRUPCLOr6jwp8vsx5",71
"1559","July 31, 2015 – August 2, 2015",2015,"Friday","JAMES BAY","Palladia",NA,NA,"4EzkuveR9pLvDVFNx6foYD",71
"1560","July 31, 2015 – August 2, 2015",2015,"Friday","BIG ONCE AND TRENTINO","Palladia",NA,"argentine trap, cuarteto, cumbia","2OhUNb01gLwygOizYvTm0e",70
"1561","July 31, 2015 – August 2, 2015",2015,"Friday","FATHER JOHN MISTY","Palladia",NA,"chamber pop","2kGBy2WHvF0VdZyqiVCkDT",70
"1562","July 31, 2015 – August 2, 2015",2015,"Friday","BØRNS","BMI",NA,NA,"1KP6TWI40m7p3QBTU6u2xo",68
"1563","July 31, 2015 – August 2, 2015",2015,"Friday","KASKADE","Perry's",NA,"edm","6TQj5BFPooTa08A7pk8AQ1",67
"1564","July 31, 2015 – August 2, 2015",2015,"Friday","BADBADNOTGOOD","Pepsi",NA,NA,"65dGLGjkw3UbddUg2GKQoZ",65
"1565","July 31, 2015 – August 2, 2015",2015,"Friday","FIRST AID KIT","Pepsi",NA,"indie folk, folk","21egYD1eInY6bGFcniCRT1",63
"1566","July 31, 2015 – August 2, 2015",2015,"Friday","ALABAMA SHAKES","Samsung Galaxy",1,NA,"16GcWuvvybAoaHr0NqT8Eh",62
"1567","July 31, 2015 – August 2, 2015",2015,"Friday","THE WAR ON DRUGS","Palladia",NA,"indie rock","6g0mn3tzAds6aVeUYRsryU",62
"1568","July 31, 2015 – August 2, 2015",2015,"Friday","DILLON FRANCIS","Perry's",NA,"moombahton, edm, electro house","5R3Hr2cnCCjt220Jmt2xLf",61
"1569","July 31, 2015 – August 2, 2015",2015,"Friday","COLD WAR KIDS","Samsung Galaxy",NA,"modern rock","6VDdCwrBM4qQaGxoAyxyJC",59
"1570","July 31, 2015 – August 2, 2015",2015,"Friday","BEAR'S DEN","BMI",NA,"folk pop, indie folk","0nJaMZM8paoA5HEUTUXPqi",58
"1571","July 31, 2015 – August 2, 2015",2015,"Friday","FLYING LOTUS","Pepsi",NA,"idm, experimental hip hop, nu jazz, glitch","29XOeO6KIWxGthejQqn793",58
"1572","July 31, 2015 – August 2, 2015",2015,"Friday","GARY CLARK JR.","Sprint",NA,"modern blues, blues rock, blues, soul blues","01aC2ikO4Xgb2LUpf9JfKp",57
"1573","July 31, 2015 – August 2, 2015",2015,"Friday","ST. PAUL AND THE BROKEN BONES","Bud Light",NA,"retro soul","4fXkvh05wFhuH77MfD4m9o",56
"1574","July 31, 2015 – August 2, 2015",2015,"Friday","WHAT SO NOT","Perry's",NA,"future bass","4AA8eXtzqh5ykxtafLaPOi",56
"1575","July 31, 2015 – August 2, 2015",2015,"Friday","SYLVAN ESSO","Pepsi",NA,NA,"39vA9YljbnOApXKniLWBZv",55
"1576","July 31, 2015 – August 2, 2015",2015,"Friday","HOT CHIP","Bud Light",NA,"alternative dance, new rave, indie dance","37uLId6Z5ZXCx19vuruvv5",53
"1577","July 31, 2015 – August 2, 2015",2015,"Friday","MISTERWIVES","Sprint",NA,NA,"5ivCbtrcD5N4rD337xIb2z",53
"1578","July 31, 2015 – August 2, 2015",2015,"Friday","BROODS","Pepsi",NA,NA,"5r5Va4lVQ1zjEfbJSrmCsS",52
"1579","July 31, 2015 – August 2, 2015",2015,"Friday","PEKING DUK","Perry's",NA,NA,"0UZ1nu3kcdNlCoiKRjmSSY",52
"1580","July 31, 2015 – August 2, 2015",2015,"Friday","BLACK PISTOL FIRE","BMI",NA,"blues rock, modern blues, roots rock, garage rock","0Nrwy16xCPXG8AwkMbcVvo",50
"1581","July 31, 2015 – August 2, 2015",2015,"Friday","MIGHTY OAKS","Palladia",NA,"folk pop, indie folk","5AVJt6VYXT4hMRP8D3MRAC",49
"1582","July 31, 2015 – August 2, 2015",2015,"Friday","COASTS (BAND)","Bud Light",NA,NA,"4wYk01oPJNfaEssVFL46oQ",48
"1583","July 31, 2015 – August 2, 2015",2015,"Friday","JAMESTOWN REVIVAL","Pepsi",NA,"roots rock, americana, folk pop","4w1ZBtHF0HxrGqQdB7i1it",45
